time_s,kEffective_m2s,dkEff_dt_m2s2,normalized_kEff
562,0.6918476158967732,0.0006226629383666027,0.6918476158967732
563,0.6924705590334431,0.000623223587265187,0.6924705590334431
564,0.6930940630713036,0.0006237847409750752,0.6930940630713036
565,0.6937181285153933,0.0006243463999506815,0.6937181285153933
566,0.694342755871205,0.0006249085646467534,0.694342755871205
567,0.6949679456446868,0.0006254712355188152,0.6949679456446868
568,0.6955936983422426,0.0006260344130226692,0.6955936983422426
569,0.6962200144707321,0.0006265980976143948,0.6962200144707321
570,0.6968468945374714,0.0006271622897506268,0.6968468945374714
571,0.6974743390502334,0.0006277269898883331,0.6974743390502334
572,0.6981023485172481,0.0006282921984849255,0.6981023485172481
573,0.6987309234472032,0.0006288579159982599,0.6987309234472032
574,0.6993600643492446,0.000629424142886581,0.6993600643492446
575,0.6999897717329764,0.0006299908796084663,0.6999897717329764
576,0.7006200461084615,0.0006305581266229932,0.7006200461084615
577,0.7012508879862224,0.0006311258843896272,0.7012508879862224
578,0.7018822978772408,0.0006316941533681675,0.7018822978772408
579,0.7025142762929587,0.0006322629340191344,0.7025142762929587
580,0.703146823745279,0.0006328322268031039,0.703146823745279
581,0.7037799407465649,0.0006334020321811518,0.7037799407465649
582,0.7044136278096413,0.0006339723506149086,0.7044136278096413
583,0.7050478854477947,0.0006345431825663383,0.7050478854477947
584,0.705682714174774,0.0006351145284977933,0.705682714174774
585,0.7063181145047903,0.0006356863888719588,0.7063181145047903
586,0.7069540869525179,0.0006362587641521866,0.7069540869525179
587,0.7075906320330947,0.0006368316548020503,0.7075906320330947
588,0.708227750262122,0.0006374050612855675,0.708227750262122
589,0.7088654421556658,0.0006379789840672556,0.7088654421556658
590,0.7095037082302565,0.000638553423611965,0.7095037082302565
591,0.7101425490028898,0.0006391283803849346,0.7101425490028898
592,0.7107819649910264,0.000639703854851903,0.7107819649910264
593,0.7114219567125936,0.0006402798474791083,0.7114219567125936
594,0.7120625246859846,0.0006408563587329552,0.7120625246859846
595,0.7127036694300595,0.0006414333890805701,0.7127036694300595
596,0.7133453914641458,0.0006420109389892459,0.7133453914641458
597,0.713987691308038,0.0006425890089267194,0.713987691308038
598,0.7146305694819992,0.0006431675993613939,0.7146305694819992
599,0.7152740265067608,0.0006437467107618944,0.7152740265067608
600,0.715918062903523,0.0006443263435972346,0.715918062903523
601,0.7165626791939552,0.0006449064983368724,0.7165626791939552
